Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0032117	2029	42	71	68	82
FBgn0014135	4559	754	636	709	778
FBgn0033809	2178	167	176	131	196
FBgn0033810	797	185	222	250	184
FBgn0035964	1261	686	775	513	829
FBgn0039348	2476	1119	1188	919	1009
FBgn0039349	1876	2380	2853	1817	2715
FBgn0002789	948	3765	3686	4207	3083
FBgn0037719	1535	326	381	357	327
FBgn0027375	3739	858	972	584	737
FBgn0005677	4982	1220	1301	784	1161
FBgn0035956	1945	20	2	46	6
FBgn0038950	1165	367	408	354	385
FBgn0011225	5641	5431	5789	4223	5500
FBgn0003701	4578	24	24	39	34
FBgn0038872	4648	2442	2533	2431	2371
FBgn0036180	3442	1385	1507	1146	1255
FBgn0004924	6250	4865	5013	3903	4191
FBgn0004903	3286	1467	1719	1079	1280
FBgn0001168	2335	2890	2624	2478	1982
FBgn0032369	3830	1	1	24	13
FBgn0003145	2695	1	2	19	1
FBgn0000008	5414	1046	1036	1064	990
FBgn0000261	1993	7067	7032	7934	8202
FBgn0004169	2530	11301	11972	5304	8920
FBgn0023076	4516	1799	1917	1507	1487
FBgn0001208	2115	4085	4580	3477	4789
FBgn0036165	5960	18029	19734	11558	13924
FBgn0020496	5842	9419	9526	8124	7488
FBgn0027841	1446	82	112	135	105
FBgn0039713	1250	15305	17930	25355	16565
FBgn0039738	3394	2953	2882	2372	2890
FBgn0015269	10064	5434	5786	4096	5186
FBgn0037746	2281	31	18	22	19
FBgn0037747	1506	488	546	618	572
FBgn0003862	14052	10478	10853	8761	10364
FBgn0010226	2275	2075	2282	2215	2153
FBgn0000577	2792	176	147	135	129
FBgn0000028	4433	1197	1173	944	733
FBgn0022710	8129	3875	3748	2738	3385
FBgn0012034	3605	9313	10074	6172	8857
FBgn0027866	4260	1805	1914	1460	1830
FBgn0038201	2512	125	149	144	178
FBgn0045500	1161	7	3	16	1
FBgn0000721	6929	4125	4273	3094	3933
FBgn0034420	4805	3937	4262	3237	3903
FBgn0003218	9281	10941	12063	7268	9395
FBgn0024836	13535	2693	2829	2285	2555
FBgn0031016	6417	2933	2903	2207	2361
FBgn0034416	1536	1	2	6	4
FBgn0025936	5754	5898	6426	4433	5224
FBgn0000578	6075	2788	2643	1966	2175
FBgn0031649	2888	545	591	454	730
FBgn0032668	1282	14	8	5	8
FBgn0041210	7219	4317	4410	2563	3911
FBgn0001269	5919	310	383	203	334
FBgn0027608	3429	8132	8401	6337	6675
FBgn0039900	3309	4186	5180	2695	4041
FBgn0031474	3392	2748	2707	2042	2378
FBgn0025726	22598	40807	44989	25605	36100
FBgn0051721	3816	732	861	587	724
FBgn0051992	7420	11620	12422	8295	11185
FBgn0028341	7118	5573	6116	3965	4731
FBgn0032974	4096	687	591	415	600
FBgn0029870	3617	4927	5075	3208	4543
FBgn0035001	8230	8683	9227	7098	8349
FBgn0032666	3655	9960	10291	6653	9656
FBgn0026533	4138	3725	4296	2549	3564
FBgn0036534	5971	8309	8602	6188	6349
FBgn0036144	3916	4072	3912	3174	3406
FBgn0033265	2091	185	261	172	217
FBgn0038139	2932	49	54	72	59
FBgn0027529	4552	1747	1659	1252	1764
FBgn0031802	1722	5	9	11	4
FBgn0037234	3214	1556	1606	1048	1458
FBgn0030641	3018	38	33	47	31
FBgn0029736	2723	328	424	310	445
FBgn0030662	3912	365	405	282	473
FBgn0035978	3013	2201	2318	1659	2844
FBgn0031530	3575	2169	2024	1139	1883
FBgn0037100	1827	9	14	69	17
FBgn0032957	6270	2640	2881	1978	2603
FBgn0034417	3391	334	408	440	467
FBgn0031294	10257	113533	117813	70703	89686
FBgn0000542	8400	705	750	595	657
FBgn0050372	5112	2368	2502	1822	2389
FBgn0030844	2209	23	20	26	24
FBgn0031536	2973	385	393	355	344
FBgn0039675	1662	2	5	14	3
FBgn0039676	1779	2	1	11	0
FBgn0020279	6258	6315	6333	4511	5932
FBgn0015777	3568	12889	13986	9268	12849
FBgn0020546	6447	9	5	26	7
FBgn0011998	73	0	0	2	0
FBgn0052547	4570	522	492	265	515
FBgn0037560	992	233	249	147	241
FBgn0029105	3007	920	865	727	1000
FBgn0038570	1449	0	0	0	0
FBgn0038571	1449	0	0	0	0
FBgn0039308	2944	0	0	0	0
FBgn0039309	2944	0	0	0	0
FBgn0036170	3513	0	0	0	0
FBgn0036169	3513	0	0	0	0
FBgn0031039	3334	0	0	0	0
FBgn0031038	3334	0	0	0	0
FBgn0053155	1193	99	96	63	117
FBgn0050481	829	0	0	0	0
FBgn0013576	13741	32180	32889	24706	25319
FBgn0043002	592	104	158	96	72
FBgn0002887	3950	408	453	260	405
FBgn0053095	3581	0	0	0	0
FBgn0053626	504	0	0	1	0
FBgn0053627	552	0	0	0	0
FBgn0053267	742	66	57	56	65
FBgn0065047	173	62	130	104	71
FBgn0053630	639	0	0	5	0
FBgn0053631	588	0	0	0	0
FBgn0032538	1333	193	268	155	237
FBgn0065080	68	0	0	0	0
FBgn0065070	74	206	376	124	174
FBgn0053639	4799	1057	995	1054	1287
FBgn0029948	721	5	7	5	4
FBgn0053640	537	128	134	80	118
FBgn0053641	721	100	60	38	48
FBgn0053642	702	81	52	61	88
FBgn0053643	537	66	56	60	48
FBgn0053644	477	71	75	58	72
FBgn0053645	522	29	50	24	50
FBgn0035253	6510	15348	16691	11673	14318
FBgn0053647	573	0	0	0	1
FBgn0053648	951	6	11	11	0
FBgn0064115	1570	0	0	0	0
FBgn0004407	1570	0	0	0	0
FBgn0053653	5762	16363	18431	10525	13792
FBgn0035068	519	0	0	4	2
FBgn0032364	2227	1	2	20	0
FBgn0032365	1574	0	0	10	4
FBgn0053654	507	20	23	22	19
FBgn0034618	5491	1685	1771	1202	2030
FBgn0037555	2636	629	658	603	640
FBgn0000153	2135	922	1031	938	1500
FBgn0015609	14396	14851	15318	10394	12719
FBgn0065101	35	0	0	0	0
FBgn0001223	1900	0	0	0	0
FBgn0001228	2109	0	1	3	0
FBgn0065097	77	0	0	0	0
FBgn0065092	64	0	0	0	0
FBgn0065046	168	66	62	35	64
FBgn0065071	67	14	26	14	25
FBgn0053664	621	4	4	0	3
FBgn0053665	653	0	1	0	1
FBgn0053666	666	0	5	5	1
FBgn0053667	647	7	6	11	3
FBgn0053668	616	2	1	0	1
FBgn0053669	587	2	1	1	3
FBgn0033380	1591	234	260	205	272
FBgn0064123	3798	0	0	0	0
FBgn0031159	3798	0	0	0	0
FBgn0061359	1976	0	0	0	0
FBgn0061360	1976	0	0	0	0
FBgn0053673	798	10	3	3	11
FBgn0065053	72	104	218	158	158
FBgn0040608	715	79	94	40	59
FBgn0039452	615	0	0	7	2
FBgn0067622	1578	0	0	0	0
FBgn0032240	1578	0	0	0	0
FBgn0029859	1173	1	2	0	0
FBgn0029860	829	230	223	266	221
FBgn0029504	8323	6821	6740	5126	5516
FBgn0041775	4170	6230	7134	4771	6127
FBgn0003507	5668	2038	2062	2000	1852
FBgn0053680	837	0	3	5	0
FBgn0002524	2991	622	616	541	594
FBgn0037716	3125	414	525	264	416
FBgn0002632	1137	0	5	10	14
FBgn0002522	3046	153	171	183	148
FBgn0065098	382	6894	6010	3399	5289
FBgn0039157	5377	1673	1636	1121	1578
FBgn0011676	5224	1132	1148	768	1146
FBgn0065088	143	0	0	0	0
FBgn0034324	549	41	59	60	58
FBgn0034325	675	101	113	93	99
FBgn0053483	788	2	6	0	0
FBgn0065073	140	1	0	8	0
FBgn0037913	2302	2511	2491	2612	2825
FBgn0037912	1949	39	63	141	41
FBgn0032888	659	0	5	4	5
FBgn0051221	4352	15295	17844	13985	14226
FBgn0031403	693	144	167	189	97
FBgn0065087	59	0	0	0	0
FBgn0026239	7699	1100	959	848	1074
FBgn0051016	3923	0	2	22	6
FBgn0053687	792	0	0	13	7
FBgn0053688	528	0	2	0	1
FBgn0053689	537	2	5	13	0
FBgn0053690	513	2	0	9	1
FBgn0052423	11502	39453	43090	25533	30327
FBgn0033884	2036	697	741	524	601
FBgn0065055	162	39	15	19	56
FBgn0040233	6970	850	948	640	948
FBgn0052831	1772	176	157	167	179
FBgn0053696	2704	521	556	430	599
FBgn0052843	3284	670	664	512	631
FBgn0016919	2794	32	45	56	44
FBgn0065095	52	0	0	0	0
FBgn0036783	699	0	2	1	2
FBgn0001624	11505	14227	14376	10182	11588
FBgn0053700	1116	0	0	15	2
FBgn0053701	315	0	0	0	0
FBgn0053702	540	0	0	6	1
FBgn0053703	546	0	0	6	0
FBgn0053704	723	3	2	17	4
FBgn0065100	31	75	108	56	69
FBgn0260455	739	0	0	0	0
FBgn0067903	739	0	0	0	0
FBgn0065105	43	0	1	0	3
FBgn0039378	1520	7	4	1	9
FBgn0053710	715	11	21	30	26
FBgn0065084	95	0	0	0	0
FBgn0065096	34	0	0	0	0
FBgn0064116	1352	0	0	0	0
FBgn0064117	1352	0	0	0	0
FBgn0065051	111	7	7	4	9
FBgn0260458	3957	0	4	0	4
FBgn0044419	3609	0	0	7	4
FBgn0046874	9209	3	1	0	0
FBgn0042182	3544	0	0	0	0
FBgn0064126	3593	0	0	0	0
FBgn0260439	2757	3784	3677	3291	3489
FBgn0053723	543	59	35	31	47
FBgn0053725	684	0	0	0	1
FBgn0065057	49	6	11	7	8
FBgn0014163	4167	10327	10437	7239	8844
FBgn0053727	36	0	0	0	0
FBgn0053728	36	0	0	0	0
FBgn0053729	36	0	0	0	0
FBgn0053730	36	0	0	0	0
FBgn0053731	36	0	0	0	0
FBgn0053732	36	0	0	0	0
FBgn0053733	36	0	0	0	0
FBgn0053734	36	0	0	0	0
FBgn0053735	36	0	0	0	0
FBgn0053736	36	0	0	0	0
FBgn0053737	36	0	0	0	0
FBgn0053738	36	0	0	0	0
FBgn0053739	36	0	0	0	0
FBgn0053740	36	0	0	0	0
FBgn0053741	36	0	0	0	0
FBgn0053742	36	0	0	0	0
FBgn0053743	36	0	0	0	0
FBgn0053744	36	0	0	0	0
FBgn0053745	36	0	0	0	0
FBgn0053746	36	0	0	0	0
FBgn0040076	1336	0	0	0	0
FBgn0051469	613	80	112	120	98
FBgn0040077	1336	0	0	0	0
FBgn0034906	531	0	0	0	0
FBgn0037550	883	60	82	81	107
FBgn0065104	157	0	0	0	0
FBgn0036713	1396	674	839	708	802
FBgn0014857	1002	1378	1588	1312	1289
FBgn0052269	2037	0	0	0	0
FBgn0052270	2037	0	0	0	0
FBgn0034518	1631	0	0	0	0
FBgn0034519	1631	0	0	0	0
FBgn0053752	558	15	7	2	1
FBgn0053137	623	7	13	22	11
FBgn0051438	680	4	0	2	1
FBgn0003742	1844	424	425	332	351
FBgn0036789	3735	347	501	352	326
FBgn0035486	2961	0	4	0	0
FBgn0045476	2909	0	0	0	0
FBgn0038880	5029	443	501	294	394
FBgn0065064	220	2242	2026	942	2318
FBgn0029890	1647	61	129	100	39
FBgn0029891	3239	2969	2909	1881	2903
FBgn0029888	1384	1163	1378	1261	1161
FBgn0005672	1817	2794	3011	2014	2802
FBgn0028377	965	0	0	0	0
FBgn0001099	1175	9	16	1	10
FBgn0053757	537	51	66	55	52
FBgn0053758	537	63	28	53	53
FBgn0053764	543	0	0	5	0
FBgn0053766	537	4	3	0	7
FBgn0053767	567	5	1	16	3
FBgn0053768	504	0	0	11	6
FBgn0053769	540	0	0	1	0
FBgn0053770	558	0	0	2	1
FBgn0053771	537	0	0	4	2
FBgn0051324	3925	1522	1773	961	1396
FBgn0052123	53	2	0	4	1
FBgn0053774	310	71	71	38	83
FBgn0035497	4081	3000	2991	2460	2499
FBgn0050056	596	12	15	17	14
FBgn0053777	519	6	10	0	6
FBgn0065066	46	16	12	7	9
FBgn0065059	96	0	0	0	0
FBgn0053783	495	2	0	0	0
FBgn0053784	552	41	39	26	47
FBgn0061362	1245	0	0	0	0
FBgn0061361	1245	0	0	0	0
FBgn0039582	1151	2	1	25	5
FBgn0050462	2423	0	0	6	3
FBgn0050461	2251	0	0	0	0
FBgn0035197	3109	0	0	0	0
FBgn0035198	3250	0	0	0	0
FBgn0041720	192	0	0	0	0
FBgn0025643	3438	1328	1256	822	1165
FBgn0020912	3571	272	237	231	237
FBgn0065083	46	0	0	0	0
FBgn0063923	1276	467	447	588	536
FBgn0063924	307	0	0	0	0
FBgn0035239	5663	0	0	0	0
FBgn0035240	5663	0	0	0	0
FBgn0053792	678	8	10	6	10
FBgn0065081	73	0	0	0	0
FBgn0065058	78	23	15	5	44
FBgn0033693	2245	0	0	0	0
FBgn0053795	537	6	2	4	2
FBgn0053796	540	4	1	6	0
FBgn0039621	625	11	19	4	11
FBgn0053463	474	9	13	15	8
FBgn0051072	3615	1519	1699	1510	1530
FBgn0032077	1029	183	217	196	174
FBgn0032076	1982	806	1073	672	885
FBgn0053797	700	19	10	27	28
FBgn0033652	8067	4477	4787	3500	4143
FBgn0001235	11839	17358	17448	12747	12975
FBgn0000056	2116	0	0	0	0
FBgn0053096	3906	21	22	11	18
FBgn0034283	600	1	2	6	8
FBgn0051386	2763	5	3	40	18
FBgn0053801	1023	13	8	33	9
FBgn0053802	333	3	2	1	8
FBgn0053803	529	2	0	1	0
FBgn0051617	1023	2	7	22	4
FBgn0051618	493	6	8	16	7
FBgn0051613	529	1	0	4	0
FBgn0053804	1023	5	19	22	16
FBgn0053805	440	0	0	0	1
FBgn0053806	529	0	0	6	2
FBgn0053807	1023	1	3	5	7
FBgn0053808	476	4	1	3	1
FBgn0053809	529	0	0	1	0
FBgn0053810	1023	15	12	6	4
FBgn0053811	333	0	0	7	0
FBgn0053812	529	0	0	0	0
FBgn0053813	1023	6	1	7	7
FBgn0053814	493	0	0	0	0
FBgn0053815	529	0	0	0	0
FBgn0053816	1023	2	0	8	0
FBgn0053817	493	0	0	0	0
FBgn0053818	529	0	0	0	0
FBgn0053819	1023	0	0	0	0
FBgn0053820	493	0	0	0	0
FBgn0053821	529	0	0	0	0
FBgn0053822	1023	0	0	0	0
FBgn0053823	493	1	0	0	0
FBgn0053824	529	0	0	0	0
FBgn0053825	1023	0	0	0	0
FBgn0053826	493	0	0	0	0
FBgn0053827	529	0	0	0	0
FBgn0053828	1023	0	0	0	0
FBgn0053829	493	0	0	0	0
FBgn0053830	529	0	0	1	0
FBgn0053831	1023	0	0	0	0
FBgn0053832	493	0	0	0	2
FBgn0053833	529	0	0	0	0
FBgn0053834	1023	0	0	2	1
FBgn0053835	493	0	0	0	0
FBgn0053836	529	0	0	1	0
FBgn0053837	1023	4	1	4	3
FBgn0053838	493	0	0	0	0
FBgn0053839	529	0	0	1	0
FBgn0053840	1023	0	0	0	0
FBgn0053841	493	0	0	0	0
FBgn0053842	529	0	0	0	0
FBgn0053843	1023	0	0	0	0
FBgn0053844	493	0	0	0	0
FBgn0053845	529	0	0	0	0
FBgn0053846	1023	0	0	0	0
FBgn0053847	493	0	0	0	0
FBgn0053848	529	0	0	8	0
FBgn0053849	1023	0	0	0	0
FBgn0053850	493	0	0	0	0
FBgn0053851	529	0	0	0	0
FBgn0053852	1023	0	0	0	0
FBgn0053853	493	0	0	0	0
FBgn0053854	529	0	0	0	0
FBgn0053855	1023	1	0	1	7
FBgn0053856	493	0	0	0	0
FBgn0053857	529	0	0	0	0
FBgn0053858	1023	0	0	1	2
FBgn0053859	493	0	0	0	0
FBgn0053860	529	0	0	0	0
FBgn0053861	1023	0	1	0	0
FBgn0053862	493	0	0	0	0
FBgn0053863	529	0	0	0	0
FBgn0053864	1023	0	0	0	1
FBgn0053865	493	0	0	0	0
FBgn0053866	529	0	0	0	0
FBgn0051614	825	0	0	10	4
FBgn0053867	526	0	8	0	2
FBgn0053868	595	1	37	7	3
FBgn0053869	526	1	0	2	0
FBgn0053870	595	0	1	0	0
FBgn0053871	528	0	0	0	0
FBgn0053872	595	0	0	0	0
FBgn0053873	528	0	0	0	0
FBgn0053874	595	0	0	0	1
FBgn0053875	528	0	0	0	0
FBgn0053876	595	0	0	0	0
FBgn0053877	413	0	0	0	0
FBgn0053878	595	0	0	0	0
FBgn0053879	413	0	0	0	0
FBgn0053880	595	0	0	0	0
FBgn0053881	413	0	0	0	0
FBgn0053882	595	0	0	0	0
FBgn0053883	413	0	0	0	0
FBgn0053884	595	0	0	0	0
FBgn0053885	413	0	0	0	0
FBgn0053886	595	0	0	0	0
FBgn0053887	413	0	0	0	0
FBgn0053888	595	0	0	0	0
FBgn0053889	413	0	0	0	0
FBgn0053890	595	0	0	0	0
FBgn0053891	413	0	0	0	0
FBgn0053892	595	0	0	0	0
FBgn0053893	413	0	0	0	0
FBgn0053894	595	0	0	0	0
FBgn0053895	413	0	0	0	0
FBgn0053896	595	0	0	0	0
FBgn0053897	413	0	0	0	0
FBgn0053898	595	0	0	0	0
FBgn0053899	413	0	1	1	0
FBgn0053900	595	0	0	0	0
FBgn0053901	413	0	1	0	0
FBgn0053902	595	0	0	0	0
FBgn0053903	413	0	0	0	0
FBgn0053904	595	0	0	0	1
FBgn0053905	413	0	0	9	0
FBgn0053906	595	3	0	4	8
FBgn0053907	412	2	7	1	2
FBgn0053908	595	0	0	3	0
FBgn0051611	413	4	8	6	2
FBgn0061209	595	1	0	4	0
FBgn0053909	413	9	9	7	2
FBgn0053910	595	3	3	4	10
FBgn0028991	6060	0	0	0	0
FBgn0053912	498	11	24	11	11
FBgn0053914	2115	33	16	7	26
FBgn0065107	63	0	0	0	0
FBgn0025455	6342	7011	6538	5872	5204
FBgn0065102	35	0	0	0	0
FBgn0065094	74	0	0	0	0
FBgn0038683	2948	816	812	761	747
FBgn0038682	1344	427	446	343	326
FBgn0033628	2411	17	41	43	33
FBgn0033739	3990	2798	2933	1657	2369
FBgn0034081	984	131	115	64	104
FBgn0029175	2694	907	881	847	816
FBgn0027358	1754	0	0	0	0
FBgn0031041	1754	0	0	0	0
FBgn0003435	16635	35951	36313	25603	26273
FBgn0024251	5935	145	144	79	95
FBgn0024182	5450	0	0	0	0
FBgn0031455	1251	0	0	0	0
FBgn0031454	1251	0	0	0	0
FBgn0053476	498	15	25	22	10
FBgn0053919	576	1	2	9	3
FBgn0038032	5233	0	0	0	0
FBgn0038033	5233	0	0	0	0
FBgn0052652	888	16	3	15	10
FBgn0053920	543	2	8	17	9
FBgn0051224	7361	5734	5620	4475	4869
FBgn0065048	173	98	148	57	161
FBgn0011640	2192	1691	1523	1389	1437
FBgn0053922	537	1	0	5	2
FBgn0053923	537	0	1	4	3
FBgn0065099	444	16562	13879	10901	20059
FBgn0053926	820	134	133	1433	1437
FBgn0053927	549	84	78	51	82
FBgn0053928	543	7	1	14	6
FBgn0067311	695	2	2	12	6
FBgn0024293	1329	3085	3528	2600	3504
FBgn0038888	751	0	0	9	4
FBgn0053929	423	0	0	1	0
FBgn0065076	55	123	179	125	75
FBgn0033564	2953	337	373	247	415
FBgn0061356	1322	761	965	668	929
FBgn0066304	1395	0	0	0	0
FBgn0066303	1395	0	0	0	0
FBgn0260466	4064	0	0	0	0
FBgn0064119	4064	0	0	0	0
FBgn0002709	6310	15	7	11	7
FBgn0028581	5005	0	0	0	0
FBgn0063127	505	4	0	3	4
FBgn0047095	553	69	101	74	64
FBgn0062928	1012	9	3	50	47
FBgn0062961	503	177	301	290	271
FBgn0047334	540	8	7	11	11
FBgn0046756	1393	0	0	5	4
FBgn0047000	310	41	66	38	40
FBgn0083068	1031	236	310	187	218
FBgn0063083	295	0	0	4	5
FBgn0029153	4202	0	0	0	0
FBgn0029154	4198	0	0	0	0
FBgn0004507	3144	11888	12270	9335	13130
FBgn0053629	534	0	0	0	1
FBgn0053632	543	7	5	3	8
FBgn0053721	546	0	0	4	3
FBgn0040606	408	37507	41047	42010	19526
FBgn0066084	320	10146	13313	14707	13610
FBgn0083167	987	2491	2563	2138	1899
FBgn0031414	8481	10734	10906	6560	9573
FBgn0034903	5550	742	745	610	655
FBgn0001297	7789	7604	7957	5958	6503
FBgn0030117	636	1	0	4	0
FBgn0032763	1839	204	213	161	254
FBgn0052500	1084	9	9	3	7
FBgn0024963	6633	11726	12442	8598	9670
FBgn0036210	1067	106	89	96	97
FBgn0032536	3426	566	702	684	754
FBgn0020880	2226	5	3	2	3
FBgn0032812	1760	132	183	139	191
FBgn0001149	843	3657	3326	3054	3785
FBgn0035766	3654	1089	1114	604	961
FBgn0034314	1674	28	32	37	37
FBgn0034317	867	2	0	0	9
FBgn0053958	2676	53	69	80	80
FBgn0034315	1601	376	406	290	370
FBgn0052803	905	99	95	21	58
FBgn0031191	3382	297	278	259	240
FBgn0038131	1100	2	11	19	11
FBgn0031930	1350	0	0	15	0
FBgn0038714	1120	18	5	46	23
FBgn0017579	619	7788	9245	13142	9212
FBgn0031220	4224	1139	1128	1001	1360
FBgn0025388	4689	177	201	203	202
FBgn0025387	3310	5	23	25	14
FBgn0000152	2575	99	111	73	98
FBgn0003900	2388	11	18	26	27
FBgn0036685	2681	890	947	547	869
FBgn0030778	2325	1478	1442	1025	1544
FBgn0013799	3698	2811	2582	1907	2378
FBgn0032515	2290	991	967	595	1011
FBgn0052202	616	180	178	152	101
FBgn0050280	1110	65	79	40	49
FBgn0033712	1499	133	155	102	119
FBgn0027094	3289	572	652	531	681
FBgn0039648	639	7	8	16	5
FBgn0035426	954	2	2	7	3
FBgn0032551	1103	7	2	19	2
FBgn0028867	1209	1	2	16	3
FBgn0031322	2096	984	1171	815	1038
FBgn0000277	355	27	51	2	5
FBgn0035945	2822	360	424	266	435
FBgn0031575	2977	661	739	580	636
FBgn0034165	794	281	272	302	257
FBgn0002631	882	0	0	13	6
FBgn0034009	4211	800	873	692	824
FBgn0031995	5507	1785	1969	1517	1823
FBgn0036603	801	3	12	20	5
FBgn0036607	572	10	4	23	3
FBgn0036609	706	0	0	0	0
FBgn0004047	1868	1037	901	10846	833
FBgn0034415	641	0	1	2	0
FBgn0067317	622	10	2	15	11
FBgn0038035	2604	304	324	212	305
FBgn0014464	1033	14	7	5	6
FBgn0058172	795	0	0	4	1
FBgn0025632	2713	325	329	183	248
FBgn0011837	5009	3519	3810	2736	2638
FBgn0053963	1171	247	294	187	171
FBgn0036916	1253	99	78	77	88
FBgn0011272	1203	6387	6647	5732	8509
FBgn0053964	2245	0	0	0	0
FBgn0033453	1576	122	165	173	157
FBgn0010406	1663	739	913	855	875
FBgn0036493	5047	208	212	131	145
FBgn0003028	7400	1130	1043	999	983
FBgn0020372	2433	5323	5207	3798	4394
FBgn0032896	905	174	185	164	205
FBgn0053965	1026	10	0	22	6
FBgn0053966	1163	5	2	22	4
FBgn0031726	2501	30	37	43	32
FBgn0004828	2552	30326	32123	37381	23073
FBgn0053517	6530	9742	9351	6309	11232
FBgn0035021	2863	294	297	244	260
FBgn0000094	373	2	3	7	3
FBgn0035083	1593	1033	970	773	871
FBgn0037137	3232	611	629	533	656
FBgn0010241	4256	216	195	138	176
FBgn0002283	1404	508	474	384	439
FBgn0000355	515	5	2	9	1
FBgn0039020	1099	54	94	61	73
FBgn0033075	5400	433	533	360	404
FBgn0038405	1454	91	115	59	61
FBgn0030863	3544	3093	3269	2146	2406
FBgn0003687	1387	158	151	118	132
FBgn0051007	758	21	29	6	31
FBgn0032157	3076	538	596	391	681
FBgn0043841	2118	8198	8729	6787	9167
FBgn0034820	989	0	0	0	2
FBgn0010265	899	8390	10121	7854	9135
FBgn0022893	2083	3091	3397	2370	2607
FBgn0037385	1118	0	0	17	10
FBgn0052857	1059	13	34	9	19
FBgn0032391	1809	95	97	75	64
FBgn0045759	2412	1	1	21	4
FBgn0036374	8181	1891	1588	1569	1757
FBgn0034566	3072	42	36	47	48
FBgn0031285	2982	10044	10472	6471	10167
FBgn0004050	2599	725	704	494	624
FBgn0004644	2370	77	76	125	94
FBgn0031765	1842	62	86	206	134
FBgn0030522	923	108	103	133	112
FBgn0038647	281	7	15	7	4
FBgn0028540	2194	315	330	305	308
FBgn0000459	3247	918	898	777	671
FBgn0038980	5405	2280	2379	1972	1906
FBgn0000529	2012	176	203	216	240
FBgn0010607	1285	176	197	155	167
FBgn0003943	3138	6253	7078	6314	6409
FBgn0050072	1648	0	0	0	0
FBgn0052072	937	0	0	4	5
FBgn0052056	2406	1145	1000	531	1136
FBgn0035258	1063	40	43	53	60
FBgn0040719	560	10	2	4	11
FBgn0015773	3343	116	133	96	145
FBgn0003002	2939	286	241	355	292
FBgn0039369	923	0	0	1	4
FBgn0037326	4885	2245	2325	1443	2246
FBgn0004087	662	71	60	70	89
FBgn0033631	2018	3217	3572	3638	2969
FBgn0000370	3423	6630	6724	4755	5328
FBgn0026433	3484	316	270	255	317
FBgn0053969	1665	263	311	221	280
FBgn0025683	3148	6866	7460	5701	7420
FBgn0039366	1978	0	0	0	0
FBgn0004363	2858	14248	15345	13133	12122
FBgn0036680	3030	1228	1186	803	1100
FBgn0039370	1038	0	0	2	0
FBgn0013263	6254	552	595	636	403
FBgn0036306	1032	129	137	46	103
FBgn0260479	3572	78	94	25	56
FBgn0038547	2238	119	143	81	148
FBgn0024941	5496	3887	3998	3087	3413
FBgn0053970	4058	2484	2450	2021	2292
FBgn0014396	6181	5995	6095	5329	6975
FBgn0013765	6196	2950	2992	1723	2924
FBgn0031270	1551	57	43	72	55
FBgn0016977	23035	54263	55834	44027	46695
FBgn0016930	4955	4507	4390	3554	4345
FBgn0031971	727	2143	2308	2104	2151
FBgn0031619	1414	0	0	4	0
FBgn0010488	5665	15076	15033	10677	14111
FBgn0033781	691	110	84	65	80
FBgn0011205	3513	1012	1113	851	863
FBgn0053971	1821	292	216	291	248
FBgn0020381	1708	197	206	223	265
FBgn0035209	528	3	1	1	0
FBgn0037525	7157	12503	12621	9052	10444
FBgn0031623	591	22	16	18	18
FBgn0004911	1275	17	20	29	22
FBgn0053309	1779	4	0	5	4
FBgn0011937	74	0	6	0	3
FBgn0011936	74	0	2	4	6
FBgn0000406	1557	10362	10993	8365	10228
FBgn0004052	453	0	1	0	1
FBgn0039544	3250	440	506	341	405
FBgn0014869	1136	3092	3644	3728	3898
FBgn0013720	1478	467	478	390	492
FBgn0003638	5658	6208	6294	5427	5244
FBgn0000276	339	38	96	3	1
FBgn0041624	1221	5	2	16	8
FBgn0041623	1233	4	6	12	15
FBgn0010438	575	11	12	19	6
FBgn0021764	9565	2307	2378	1425	2322
FBgn0040099	3044	1161	1174	1009	1362
FBgn0004618	3399	1635	1456	1248	1412
FBgn0029854	1607	471	601	432	460
FBgn0000278	425	23	34	0	0
FBgn0038002	935	0	0	0	0
FBgn0051274	1399	3	8	8	1
FBgn0038427	3590	1004	1130	822	1131
FBgn0035976	3619	1014	1109	863	913
FBgn0039454	984	6	4	9	6
FBgn0027514	2701	225	248	212	237
FBgn0038063	7519	6336	6449	4777	5129
FBgn0053977	425	110	120	104	122
FBgn0053978	14137	2860	2898	2472	2287
FBgn0000551	967	9	9	11	9
FBgn0032130	3400	663	699	529	613
FBgn0035879	5118	1919	2000	1602	2040
FBgn0035880	3289	4018	4436	3152	3973
FBgn0038717	1666	2	4	16	12
FBgn0001091	1480	5380	5705	3245	6063
FBgn0031261	1532	0	0	0	0
FBgn0040795	509	0	2	11	0
FBgn0031859	1312	6	2	13	10
FBgn0001125	1734	3779	3953	3162	4215
FBgn0024983	2077	304	343	200	321
FBgn0000640	1074	0	1	4	1
FBgn0037764	901	0	0	0	3
FBgn0050087	834	0	0	0	0
FBgn0053460	946	25	29	59	55
FBgn0053461	864	1	0	11	2
FBgn0053462	1025	0	0	0	1
FBgn0025741	10614	12675	13584	10543	11144
FBgn0000044	1724	17563	16294	13307	17521
FBgn0031504	855	26	26	20	19
FBgn0034495	1429	54	52	49	37
FBgn0032898	933	5	3	11	4
FBgn0039925	4376	1088	1111	865	783
FBgn0033104	598	303	299	327	188
FBgn0026086	8758	6059	6812	4267	5661
FBgn0036203	4802	18	19	49	20
